"Date","Reference","Category","Outcome","Type","Priority","Status","Score","Venue","Reported By","Assigned To","Severity","Area","Teams"
"22/05/2024 14:27","SEC000882","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 14:26","SEC000881","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 14:25","AA000880","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 14:24","AA000879","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 14:16","SEC000878","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 14:14","SEC000877","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 14:11","SEC000876","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:55","SEC000875","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"01/01/2020 13:52","SEC000874","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:49","SEC000873","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:47","SEC000872","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:46","SEC000871","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:36","SEC000870","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 13:26","SEC000869","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"22/05/2024 13:24","SEC000868","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:22","SEC000867","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:20","SEC000866","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:18","SEC000865","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:16","SEC000864","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:14","SEC000863","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:13","SEC000862","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:12","SEC000861","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 13:10","AA000860","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 13:09","AA000859","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 12:41","SEC000858","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 12:22","SEC000857","Security & Crime","Violence","Verbal Abuse","Medium","Escalate Incident","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 12:22","SEC000856","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 12:20","SEC000855","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 12:19","SEC000854","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:52","SEC000853","Security & Crime","Violence","Verbal Abuse","Low","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 11:43","SEC000852","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"22/05/2024 11:40","SEC000851","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:39","SEC000850","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:37","SEC000849","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:35","SEC000848","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:34","SEC000847","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:32","SEC000846","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:31","SEC000845","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:30","SEC000844","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 11:29","AA000843","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 11:28","AA000842","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 11:14","SEC000841","Security & Crime","Terrorism","Bomb Threat","Emergency","New (Reported/Submitted)","-","Automated Name 02_09-13-20","Aditya Sahay","-","Major","-","-"
"22/05/2024 11:03","SEC000840","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"22/05/2024 10:57","AA000839","Alarm Activations","Test Alarms","CCTV Alarm Test","Low","New (Reported/Submitted)","-","Station Road","Sumith Joshi","Sai Kumar","Minor","-","-"
"22/05/2024 10:18","SEC000838","Security & Crime","Suspicious Activity","Drone Activity","High","New (Reported/Submitted)","-","Kumara Krupa Road","Sumith Joshi","Aditya Sahay","Moderate","-","-"
"22/05/2024 09:50","AA000837","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"22/05/2024 09:49","AA000836","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/05/2024 23:47","SEC000835","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Major","-","-"
"01/01/2020 23:40","SEC000834","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:38","SEC000833","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:36","SEC000832","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:34","SEC000831","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:32","SEC000830","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:31","SEC000829","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:30","SEC000828","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:29","SEC000827","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:28","SEC000826","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 23:26","AA000825","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/05/2024 23:25","AA000824","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/05/2024 17:38","SEC000823","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 17:29","SEC000822","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"21/05/2024 17:26","SEC000821","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:25","SEC000820","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:23","SEC000819","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:21","SEC000818","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:19","SEC000817","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:18","SEC000816","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:17","SEC000815","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:16","SEC000814","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"21/05/2024 17:15","AA000813","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"21/05/2024 17:14","AA000812","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 19:29","SEC000811","Security & Crime","Violence","Verbal Abuse","Low","Emergency Services (Reported to)","-","Automated Name 06_09-23-43","Satish Kumar","-","Critical","-","-"
"01/01/2020 19:20","SEC000810","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"13/05/2024 19:18","SEC000809","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:16","SEC000808","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:14","SEC000807","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:12","SEC000806","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:11","SEC000805","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:09","SEC000804","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:08","SEC000803","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:07","SEC000802","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 19:06","AA000801","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 19:05","AA000800","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 18:58","SEC000799","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:25","SEC000798","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Critical","-","-"
"01/01/2020 18:16","SEC000797","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"13/05/2024 18:14","SEC000796","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:12","SEC000795","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:10","SEC000794","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:08","SEC000793","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:07","SEC000792","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:05","SEC000791","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:04","SEC000790","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 18:03","AA000789","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 18:02","AA000788","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 17:11","AA000787","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 16:51","AA000786","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 16:47","AA000785","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 16:37","SEC000784","Security & Crime","Violence","Verbal Abuse","Emergency","Under Investigation","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"01/01/2020 16:28","SEC000783","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","Satish Kumar","Moderate","-","-"
"13/05/2024 16:26","SEC000782","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:24","SEC000781","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:22","SEC000780","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:20","SEC000779","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:19","SEC000778","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:17","SEC000777","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:16","SEC000776","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:15","SEC000775","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 16:14","AA000774","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 16:01","SEC000773","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 15:55","SEC000772","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 15:07","SEC000771","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 12:08","SEC000770","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"13/05/2024 11:21","AA000769","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 10:35","AA000768","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
"13/05/2024 10:23","SEC000767","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Moderate","-","-"
"10/05/2024 14:06","SEC000766","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","18, 19 Nandadeep apartments","Vaishakh Pai","-","Moderate","-","-"
"10/05/2024 12:17","SEC000765","Security & Crime","Criminal Activities","Theft","High","New (Reported/Submitted)","-","18, 19 Nandadeep apartments","Vaishakh Pai","-","Major","-","-"
"07/05/2024 17:27","SEC000764","Security & Crime","Violence","Verbal Abuse","Low","Management Review","-","Automated Name 07_11-58-18","Satish Kumar","Vaishakh Pai","Major","-","-"
"01/01/2020 17:19","SEC000763","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-49-40","Satish Kumar","Satish Kumar","Moderate","-","-"
"07/05/2024 17:17","SEC000762","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-47-30","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:15","SEC000761","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-45-52","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:14","SEC000760","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-44-26","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:12","SEC000759","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-42-27","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:10","SEC000758","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-41-08","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:09","SEC000757","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-39-42","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:08","SEC000756","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-38-49","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:07","SEC000755","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_11-37-52","Satish Kumar","-","Moderate","-","-"
"07/05/2024 17:06","AA000754","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_11-36-37","Satish Kumar","-","Major","-","-"
"07/05/2024 17:05","AA000753","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_11-35-48","Satish Kumar","-","Major","-","-"
"07/05/2024 13:29","SEC000752","Security & Crime","Violence","Verbal Abuse","Emergency","Escalate Incident","-","Automated Name 07_08-00-04","Satish Kumar","-","Critical","-","-"
"01/01/2020 13:20","SEC000751","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-51-11","Satish Kumar","Satish Kumar","Moderate","-","-"
"07/05/2024 13:18","SEC000750","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-49-03","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:17","SEC000749","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-47-23","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:15","SEC000748","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-45-56","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:13","SEC000747","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-43-57","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:12","SEC000746","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-42-37","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:10","SEC000745","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-41-11","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:09","SEC000744","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-40-18","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:09","SEC000743","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 07_07-39-22","Satish Kumar","-","Moderate","-","-"
"07/05/2024 13:07","AA000742","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_07-38-06","Satish Kumar","-","Major","-","-"
"07/05/2024 13:06","AA000741","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 07_07-37-20","Satish Kumar","-","Major","-","-"
"06/05/2024 15:16","SEC000740","Security & Crime","Violence","Verbal Abuse","Emergency","Emergency Services (Reported to)","-","Automated Name 06_09-46-54","Satish Kumar","-","Minor","-","-"
"01/01/2020 15:07","SEC000739","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-38-01","Satish Kumar","Satish Kumar","Moderate","-","-"
"06/05/2024 15:05","SEC000738","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-35-50","Satish Kumar","-","Moderate","-","-"
"06/05/2024 15:03","SEC000737","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-34-07","Satish Kumar","-","Moderate","-","-"
"06/05/2024 15:02","SEC000736","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-32-39","Satish Kumar","-","Moderate","-","-"
"06/05/2024 15:00","SEC000735","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-30-36","Satish Kumar","-","Moderate","-","-"
"06/05/2024 14:58","SEC000734","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-29-12","Satish Kumar","-","Moderate","-","-"
"06/05/2024 14:57","SEC000733","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-27-44","Satish Kumar","-","Moderate","-","-"
"06/05/2024 14:56","SEC000732","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-26-48","Satish Kumar","-","Moderate","-","-"
"06/05/2024 14:55","SEC000731","Security & Crime","Violence","Verbal Abuse","Medium","New (Reported/Submitted)","-","Automated Name 06_09-25-49","Satish Kumar","-","Moderate","-","-"
"06/05/2024 14:54","AA000730","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-24-33","Satish Kumar","-","Major","-","-"
"06/05/2024 14:53","AA000729","Alarm Activations","Activated Alarms","Alarm Not Set","High","New (Reported/Submitted)","-","Automated Name 06_09-23-43","Satish Kumar","-","Major","-","-"
